Graph name;|V|;|E|;|pins|;Number of parts;Imbalance;alg_dist;zoltan;patoh;hmetis
c-34;6611;6610;35471;8;1.05;311.0;328.0;475.0;1311.0
c-34;6611;6610;35471;8;1.1;275.0;306.0;428.0;1308.0
c-35;6537;6536;34713;128;1.03;1557.0;1592.0;1727.0;3310.0
c-35;6537;6536;34713;128;1.05;1552.0;1564.0;1694.0;3293.0
c-35;6537;6536;34713;128;1.1;1539.0;1547.0;1719.0;3239.0
c-35;6537;6536;34713;16;1.03;745.0;768.0;931.0;1884.0
c-35;6537;6536;34713;16;1.05;746.0;771.0;873.0;1878.0
c-35;6537;6536;34713;16;1.1;735.0;763.0;923.0;1886.0
c-35;6537;6536;34713;2;1.03;241.0;261.0;255.0;766.0
c-35;6537;6536;34713;2;1.05;249.0;265.0;241.0;752.0
c-35;6537;6536;34713;2;1.1;243.0;261.0;247.0;766.0
c-35;6537;6536;34713;32;1.03;902.0;902.0;1116.0;2211.0
c-35;6537;6536;34713;32;1.05;895.0;896.0;1085.0;2210.0
c-35;6537;6536;34713;32;1.1;893.0;919.0;1035.0;2208.0
c-35;6537;6536;34713;4;1.03;435.0;462.0;478.0;1275.0
c-35;6537;6536;34713;4;1.05;431.0;452.0;490.0;1256.0
c-35;6537;6536;34713;4;1.1;433.0;437.0;461.0;1226.0
c-35;6537;6536;34713;64;1.03;1113.0;1119.0;1355.0;2663.0
c-35;6537;6536;34713;64;1.05;1113.0;1138.0;1436.0;2644.0
c-35;6537;6536;34713;64;1.1;1112.0;1125.0;1371.0;2601.0
c-35;6537;6536;34713;8;1.03;597.0;605.0;710.0;1617.0
c-35;6537;6536;34713;8;1.05;573.0;612.0;726.0;1620.0
c-35;6537;6536;34713;8;1.1;577.0;581.0;657.0;1592.0
c-36;7479;7478;36709;128;1.03;2971.0;2963.0;3283.0;3803.0
c-36;7479;7478;36709;128;1.05;2965.0;2967.0;3283.0;3796.0
c-36;7479;7478;36709;128;1.1;2944.0;2944.0;3275.0;3753.0
c-36;7479;7478;36709;16;1.03;1954.0;1971.0;2535.0;2877.0
c-36;7479;7478;36709;16;1.05;1967.0;1984.0;2634.0;2845.0
c-36;7479;7478;36709;16;1.1;1938.0;1926.0;2553.0;2835.0
c-36;7479;7478;36709;2;1.03;551.0;551.0;554.0;710.0
c-36;7479;7478;36709;2;1.05;549.0;551.0;554.0;706.0
c-36;7479;7478;36709;2;1.1;549.0;551.0;554.0;699.0
c-36;7479;7478;36709;32;1.03;2442.0;2470.0;2940.0;3357.0
c-36;7479;7478;36709;32;1.05;2450.0;2476.0;2951.0;3292.0
c-36;7479;7478;36709;32;1.1;2426.0;2442.0;2934.0;3273.0
c-36;7479;7478;36709;4;1.03;1106.0;1040.0;1276.0;1478.0
c-36;7479;7478;36709;4;1.05;1071.0;1073.0;1271.0;1473.0
c-36;7479;7478;36709;4;1.1;1019.0;1030.0;1230.0;1445.0
c-36;7479;7478;36709;64;1.03;2712.0;2740.0;3218.0;3626.0
c-36;7479;7478;36709;64;1.05;2692.0;2728.0;3196.0;3621.0
c-36;7479;7478;36709;64;1.1;2717.0;2687.0;3155.0;3565.0
c-36;7479;7478;36709;8;1.03;1488.0;1464.0;2021.0;2133.0
c-36;7479;7478;36709;8;1.05;1401.0;1413.0;2022.0;2107.0
c-36;7479;7478;36709;8;1.1;1434.0;1377.0;1837.0;2099.0
c-37;8204;8203;41439;128;1.03;1880.0;1913.0;2239.0;3148.0
c-37;8204;8203;41439;128;1.05;1868.0;1920.0;2234.0;3135.0
c-37;8204;8203;41439;128;1.1;1886.0;1924.0;2279.0;3085.0
c-37;8204;8203;41439;16;1.03;911.0;978.0;1271.0;1973.0
c-37;8204;8203;41439;16;1.05;894.0;987.0;1298.0;2001.0
c-37;8204;8203;41439;16;1.1;875.0;1001.0;1181.0;1995.0
c-37;8204;8203;41439;2;1.03;342.0;352.0;368.0;735.0
c-37;8204;8203;41439;2;1.05;342.0;365.0;397.0;775.0
c-37;8204;8203;41439;2;1.1;316.0;345.0;325.0;773.0
c-37;8204;8203;41439;32;1.03;1096.0;1177.0;1514.0;2335.0
c-37;8204;8203;41439;32;1.05;1100.0;1166.0;1443.0;2353.0
c-37;8204;8203;41439;32;1.1;1091.0;1154.0;1522.0;2325.0
c-37;8204;8203;41439;4;1.03;613.0;670.0;756.0;1343.0
c-37;8204;8203;41439;4;1.05;620.0;676.0;733.0;1308.0
c-37;8204;8203;41439;4;1.1;601.0;625.0;691.0;1306.0
c-37;8204;8203;41439;64;1.03;1423.0;1467.0;1871.0;2687.0
c-37;8204;8203;41439;64;1.05;1386.0;1494.0;1860.0;2641.0
c-37;8204;8203;41439;64;1.1;1408.0;1466.0;1814.0;2646.0
c-37;8204;8203;41439;8;1.03;797.0;825.0;1047.0;1683.0
c-37;8204;8203;41439;8;1.05;785.0;842.0;1038.0;1700.0
c-37;8204;8203;41439;8;1.1;757.0;833.0;1006.0;1672.0
c-38;8127;8126;42907;128;1.03;2039.0;2065.0;2420.0;3632.0
c-38;8127;8126;42907;128;1.05;2108.0;2093.0;2428.0;3600.0
c-38;8127;8126;42907;128;1.1;2068.0;2083.0;2461.0;3549.0
c-38;8127;8126;42907;16;1.03;1128.0;1174.0;1363.0;2095.0
c-38;8127;8126;42907;16;1.05;1135.0;1125.0;1364.0;2064.0
c-38;8127;8126;42907;16;1.1;1113.0;1146.0;1269.0;2042.0
c-38;8127;8126;42907;2;1.03;423.0;494.0;455.0;878.0
c-38;8127;8126;42907;2;1.05;419.0;465.0;460.0;878.0
c-38;8127;8126;42907;2;1.1;407.0;423.0;405.0;860.0
c-38;8127;8126;42907;32;1.03;1415.0;1408.0;1694.0;2541.0
c-38;8127;8126;42907;32;1.05;1402.0;1422.0;1639.0;2542.0
c-38;8127;8126;42907;32;1.1;1360.0;1411.0;1662.0;2523.0
c-38;8127;8126;42907;4;1.03;723.0;713.0;817.0;1390.0
c-38;8127;8126;42907;4;1.05;709.0;723.0;789.0;1394.0
c-38;8127;8126;42907;4;1.1;701.0;713.0;743.0;1398.0
c-38;8127;8126;42907;64;1.03;1726.0;1750.0;2022.0;3135.0
c-38;8127;8126;42907;64;1.05;1728.0;1733.0;2010.0;3085.0
c-38;8127;8126;42907;64;1.1;1704.0;1725.0;2030.0;3080.0
c-38;8127;8126;42907;8;1.03;864.0;877.0;1143.0;1705.0
c-38;8127;8126;42907;8;1.05;859.0;872.0;1032.0;1669.0
c-38;8127;8126;42907;8;1.1;843.0;871.0;1038.0;1666.0
c-39;9271;9270;73040;128;1.03;2613.0;2629.0;3119.0;3767.0
c-39;9271;9270;73040;128;1.05;2626.0;2626.0;3139.0;3702.0
c-39;9271;9270;73040;128;1.1;2574.0;2627.0;3073.0;3671.0
c-39;9271;9270;73040;16;1.03;1635.0;1792.0;2176.0;2611.0
c-39;9271;9270;73040;16;1.05;1599.0;1788.0;2153.0;2599.0
c-39;9271;9270;73040;16;1.1;1616.0;1796.0;2109.0;2553.0
c-39;9271;9270;73040;2;1.03;618.0;646.0;683.0;1184.0
c-39;9271;9270;73040;2;1.05;616.0;616.0;670.0;1138.0
c-39;9271;9270;73040;2;1.1;597.0;630.0;658.0;1152.0
c-39;9271;9270;73040;32;1.03;1892.0;1968.0;2402.0;2945.0
c-39;9271;9270;73040;32;1.05;1902.0;1937.0;2424.0;2929.0
c-39;9271;9270;73040;32;1.1;1861.0;1942.0;2406.0;2913.0
c-39;9271;9270;73040;4;1.03;1016.0;1045.0;1296.0;1827.0
c-39;9271;9270;73040;4;1.05;1016.0;1016.0;1134.0;1754.0
c-39;9271;9270;73040;4;1.1;987.0;995.0;1165.0;1778.0
c-39;9271;9270;73040;64;1.03;2130.0;2179.0;2800.0;3309.0
c-39;9271;9270;73040;64;1.05;2133.0;2147.0;2731.0;3284.0
c-39;9271;9270;73040;64;1.1;2091.0;2140.0;2790.0;3270.0
c-39;9271;9270;73040;8;1.03;1446.0;1535.0;1678.0;2172.0
c-39;9271;9270;73040;8;1.05;1390.0;1542.0;1773.0;2236.0
c-39;9271;9270;73040;8;1.1;1411.0;1409.0;1708.0;2236.0
c-40;9941;9940;45720;128;1.03;3717.0;3730.0;4417.0;4345.0
c-40;9941;9940;45720;128;1.05;3708.0;3709.0;4431.0;4313.0
c-40;9941;9940;45720;128;1.1;3700.0;3682.0;4381.0;4368.0
c-40;9941;9940;45720;16;1.03;2993.0;2971.0;3607.0;3657.0
c-40;9941;9940;45720;16;1.05;2968.0;2978.0;3731.0;3581.0
c-40;9941;9940;45720;16;1.1;2788.0;2866.0;3607.0;3657.0
c-40;9941;9940;45720;2;1.03;773.0;775.0;798.0;832.0
c-40;9941;9940;45720;2;1.05;758.0;757.0;784.0;824.0
c-40;9941;9940;45720;2;1.1;758.0;757.0;781.0;824.0
c-40;9941;9940;45720;32;1.03;3299.0;3295.0;4174.0;3941.0
c-40;9941;9940;45720;32;1.05;3327.0;3342.0;4096.0;3957.0
c-40;9941;9940;45720;32;1.1;3272.0;3321.0;4215.0;3922.0
c-40;9941;9940;45720;4;1.03;1566.0;1574.0;1590.0;1686.0
c-40;9941;9940;45720;4;1.05;1547.0;1550.0;1548.0;1683.0
c-40;9941;9940;45720;4;1.1;1499.0;1505.0;1548.0;1613.0
c-40;9941;9940;45720;64;1.03;3581.0;3591.0;4368.0;4151.0
c-40;9941;9940;45720;64;1.05;3589.0;3587.0;4341.0;4143.0
c-40;9941;9940;45720;64;1.1;3571.0;3574.0;4326.0;4118.0
c-40;9941;9940;45720;8;1.03;2239.0;2221.0;2890.0;3031.0
c-40;9941;9940;45720;8;1.05;2211.0;2213.0;2767.0;2990.0
c-40;9941;9940;45720;8;1.1;2174.0;2090.0;2853.0;3035.0
c-41;9769;9768;55756;128;1.03;2536.0;2544.0;3000.0;4135.0
c-41;9769;9768;55756;128;1.05;2553.0;2560.0;2866.0;4073.0
c-41;9769;9768;55756;128;1.1;2520.0;2504.0;2909.0;3993.0
c-41;9769;9768;55756;16;1.03;1460.0;1521.0;1743.0;2624.0
c-41;9769;9768;55756;16;1.05;1487.0;1484.0;1831.0;2604.0
c-41;9769;9768;55756;16;1.1;1473.0;1448.0;1711.0;2572.0
c-41;9769;9768;55756;2;1.03;642.0;692.0;635.0;1092.0
c-41;9769;9768;55756;2;1.05;620.0;659.0;620.0;1082.0
c-41;9769;9768;55756;2;1.1;565.0;637.0;603.0;1088.0
c-41;9769;9768;55756;32;1.03;1753.0;1816.0;2083.0;3141.0
c-41;9769;9768;55756;32;1.05;1747.0;1780.0;2109.0;3135.0
c-41;9769;9768;55756;32;1.1;1725.0;1769.0;2089.0;3142.0
c-41;9769;9768;55756;4;1.03;963.0;1007.0;1050.0;1712.0
c-41;9769;9768;55756;4;1.05;933.0;976.0;1150.0;1690.0
c-41;9769;9768;55756;4;1.1;923.0;990.0;1030.0;1702.0
c-41;9769;9768;55756;64;1.03;2064.0;2098.0;2393.0;3617.0
c-41;9769;9768;55756;64;1.05;2054.0;2062.0;2444.0;3616.0
c-41;9769;9768;55756;64;1.1;2038.0;2065.0;2440.0;3550.0
c-41;9769;9768;55756;8;1.03;1183.0;1272.0;1457.0;2160.0
c-41;9769;9768;55756;8;1.05;1206.0;1243.0;1422.0;2154.0
c-41;9769;9768;55756;8;1.1;1187.0;1227.0;1359.0;2170.0
c-42;10471;10470;60377;128;1.03;3425.0;3459.0;3822.0;4918.0
c-42;10471;10470;60377;128;1.05;3424.0;3421.0;3835.0;4885.0
c-42;10471;10470;60377;128;1.1;3435.0;3465.0;3807.0;4867.0
c-42;10471;10470;60377;16;1.03;2372.0;2414.0;2677.0;3501.0
c-42;10471;10470;60377;16;1.05;2409.0;2413.0;2623.0;3523.0
c-42;10471;10470;60377;16;1.1;2341.0;2366.0;2628.0;3502.0
c-42;10471;10470;60377;2;1.03;725.0;733.0;712.0;1163.0
c-42;10471;10470;60377;2;1.05;689.0;688.0;704.0;1166.0
c-42;10471;10470;60377;2;1.1;671.0;673.0;686.0;1178.0
c-42;10471;10470;60377;32;1.03;2881.0;2914.0;3108.0;3976.0
c-42;10471;10470;60377;32;1.05;2843.0;2855.0;3117.0;3967.0
c-42;10471;10470;60377;32;1.1;2882.0;2860.0;3164.0;3972.0
c-42;10471;10470;60377;4;1.03;1406.0;1429.0;1530.0;2175.0
c-42;10471;10470;60377;4;1.05;1349.0;1386.0;1525.0;2199.0
c-42;10471;10470;60377;4;1.1;1357.0;1396.0;1506.0;2124.0
c-42;10471;10470;60377;64;1.03;3130.0;3156.0;3452.0;4389.0
c-42;10471;10470;60377;64;1.05;3070.0;3101.0;3467.0;4380.0
c-42;10471;10470;60377;64;1.1;3102.0;3096.0;3483.0;4387.0
c-42;10471;10470;60377;8;1.03;1997.0;1928.0;2169.0;2883.0
c-42;10471;10470;60377;8;1.05;1848.0;2029.0;2182.0;2820.0
c-42;10471;10470;60377;8;1.1;1752.0;1835.0;2007.0;2815.0
c-43;11125;11124;67399;128;1.03;4572.0;4604.0;4962.0;5442.0
c-43;11125;11124;67399;128;1.05;4569.0;4590.0;4964.0;5456.0
c-43;11125;11124;67399;128;1.1;4523.0;4559.0;4955.0;5404.0
c-43;11125;11124;67399;16;1.03;3499.0;3538.0;3879.0;4155.0
c-43;11125;11124;67399;16;1.05;3492.0;3517.0;3817.0;4190.0
c-43;11125;11124;67399;16;1.1;3452.0;3532.0;3946.0;4193.0
c-43;11125;11124;67399;2;1.03;702.0;748.0;732.0;1021.0
c-43;11125;11124;67399;2;1.05;688.0;686.0;734.0;978.0
c-43;11125;11124;67399;2;1.1;639.0;670.0;721.0;885.0
c-43;11125;11124;67399;32;1.03;3959.0;4014.0;4299.0;4795.0
c-43;11125;11124;67399;32;1.05;3963.0;4074.0;4359.0;4827.0
c-43;11125;11124;67399;32;1.1;3900.0;3942.0;4340.0;4789.0
c-43;11125;11124;67399;4;1.03;2148.0;2157.0;2348.0;2554.0
c-43;11125;11124;67399;4;1.05;2093.0;2105.0;2242.0;2584.0
c-43;11125;11124;67399;4;1.1;2034.0;2018.0;2257.0;2457.0
c-43;11125;11124;67399;64;1.03;4300.0;4300.0;4726.0;5191.0
c-43;11125;11124;67399;64;1.05;4250.0;4338.0;4713.0;5159.0
c-43;11125;11124;67399;64;1.1;4292.0;4307.0;4706.0;5138.0
c-43;11125;11124;67399;8;1.03;3087.0;3078.0;3348.0;3499.0
c-43;11125;11124;67399;8;1.05;3026.0;3043.0;3228.0;3568.0
c-43;11125;11124;67399;8;1.1;2983.0;2984.0;3254.0;3466.0
c-44;10728;10727;47863;128;1.03;2220.0;2259.0;2542.0;3684.0
c-44;10728;10727;47863;128;1.05;2191.0;2234.0;2537.0;3671.0
c-44;10728;10727;47863;128;1.1;2152.0;2188.0;2544.0;3601.0
c-44;10728;10727;47863;16;1.03;884.0;883.0;1068.0;2036.0
c-44;10728;10727;47863;16;1.05;886.0;887.0;1065.0;1998.0
c-44;10728;10727;47863;16;1.1;872.0;895.0;1068.0;1947.0
c-44;10728;10727;47863;2;1.03;130.0;142.0;212.0;593.0
c-44;10728;10727;47863;2;1.05;120.0;137.0;121.0;586.0
c-44;10728;10727;47863;2;1.1;87.0;105.0;107.0;595.0
c-44;10728;10727;47863;32;1.03;1201.0;1269.0;1504.0;2560.0
c-44;10728;10727;47863;32;1.05;1216.0;1252.0;1501.0;2559.0
c-44;10728;10727;47863;32;1.1;1200.0;1219.0;1465.0;2559.0
c-44;10728;10727;47863;4;1.03;359.0;381.0;361.0;1034.0
c-44;10728;10727;47863;4;1.05;357.0;361.0;372.0;1085.0
c-44;10728;10727;47863;4;1.1;325.0;356.0;399.0;1090.0
c-44;10728;10727;47863;64;1.03;1577.0;1626.0;1996.0;3112.0
c-44;10728;10727;47863;64;1.05;1586.0;1611.0;1950.0;3110.0
c-44;10728;10727;47863;64;1.1;1577.0;1580.0;1905.0;3062.0
c-44;10728;10727;47863;8;1.03;571.0;572.0;683.0;1540.0
c-44;10728;10727;47863;8;1.05;568.0;582.0;681.0;1542.0
c-44;10728;10727;47863;8;1.1;562.0;600.0;613.0;1510.0
c-45;13206;13205;93828;128;1.03;5897.0;5884.0;6283.0;6516.0
c-45;13206;13205;93828;128;1.05;5843.0;5859.0;6278.0;6561.0
c-45;13206;13205;93828;128;1.1;5884.0;5893.0;6285.0;6582.0
c-45;13206;13205;93828;16;1.03;5266.0;5014.0;5552.0;5710.0
c-45;13206;13205;93828;16;1.05;5316.0;5018.0;5521.0;5579.0
c-45;13206;13205;93828;16;1.1;5230.0;5036.0;5472.0;5672.0
c-45;13206;13205;93828;2;1.03;799.0;770.0;799.0;988.0
c-45;13206;13205;93828;2;1.05;770.0;782.0;795.0;965.0
c-45;13206;13205;93828;2;1.1;770.0;770.0;787.0;855.0
c-45;13206;13205;93828;32;1.03;5537.0;5646.0;5959.0;6175.0
c-45;13206;13205;93828;32;1.05;5617.0;5448.0;5974.0;6168.0
c-45;13206;13205;93828;32;1.1;5507.0;5487.0;5954.0;6140.0
c-45;13206;13205;93828;4;1.03;2470.0;1788.0;2892.0;2836.0
c-45;13206;13205;93828;4;1.05;2431.0;1744.0;2863.0;2646.0
c-45;13206;13205;93828;4;1.1;2347.0;2249.0;2801.0;2561.0
c-45;13206;13205;93828;64;1.03;5793.0;5736.0;6207.0;6433.0
c-45;13206;13205;93828;64;1.05;5786.0;5758.0;6193.0;6368.0
c-45;13206;13205;93828;64;1.1;5717.0;5684.0;6217.0;6425.0
c-45;13206;13205;93828;8;1.03;3876.0;3948.0;4669.0;4942.0
c-45;13206;13205;93828;8;1.05;3851.0;3767.0;4659.0;4584.0
c-45;13206;13205;93828;8;1.1;3820.0;3699.0;4431.0;4547.0
c-46;14913;14912;72654;128;1.03;5967.0;6026.0;6717.0;7540.0
c-46;14913;14912;72654;128;1.05;5945.0;5979.0;6654.0;7525.0
c-46;14913;14912;72654;128;1.1;5933.0;5946.0;6645.0;7476.0
c-46;14913;14912;72654;16;1.03;4477.0;4556.0;5727.0;6127.0
c-46;14913;14912;72654;16;1.05;4494.0;4462.0;5614.0;6011.0
c-46;14913;14912;72654;16;1.1;4439.0;4493.0;5721.0;5952.0
c-46;14913;14912;72654;2;1.03;1948.0;1891.0;2113.0;2760.0
c-46;14913;14912;72654;2;1.05;1878.0;1869.0;2283.0;2729.0
c-46;14913;14912;72654;2;1.1;1809.0;1790.0;2094.0;2640.0
c-46;14913;14912;72654;32;1.03;5004.0;5022.0;6095.0;6789.0
c-46;14913;14912;72654;32;1.05;5020.0;5055.0;6098.0;6613.0
c-46;14913;14912;72654;32;1.1;4908.0;5079.0;6269.0;6652.0
c-46;14913;14912;72654;4;1.03;3131.0;3230.0;4166.0;4425.0
c-46;14913;14912;72654;4;1.05;3051.0;3160.0;4009.0;4482.0
c-46;14913;14912;72654;4;1.1;3024.0;3161.0;3855.0;4320.0
c-46;14913;14912;72654;64;1.03;5537.0;5553.0;6432.0;7183.0
c-46;14913;14912;72654;64;1.05;5553.0;5570.0;6466.0;7215.0
c-46;14913;14912;72654;64;1.1;5487.0;5538.0;6589.0;7113.0
c-46;14913;14912;72654;8;1.03;3744.0;3748.0;5031.0;5412.0
c-46;14913;14912;72654;8;1.05;3713.0;3869.0;5141.0;5383.0
c-46;14913;14912;72654;8;1.1;3758.0;3768.0;5109.0;5307.0
c-48;18354;18353;92216;128;1.03;3492.0;3575.0;4937.0;6283.0
c-48;18354;18353;92216;128;1.05;3472.0;3420.0;5032.0;6332.0
c-48;18354;18353;92216;128;1.1;3408.0;3452.0;5034.0;6210.0
c-48;18354;18353;92216;16;1.03;2068.0;2232.0;2700.0;3611.0
c-48;18354;18353;92216;16;1.05;2038.0;2205.0;2656.0;3503.0
c-48;18354;18353;92216;16;1.1;2063.0;2175.0;2777.0;3513.0
c-48;18354;18353;92216;2;1.03;870.0;873.0;916.0;1601.0
c-48;18354;18353;92216;2;1.05;822.0;830.0;897.0;1554.0
c-48;18354;18353;92216;2;1.1;770.0;762.0;859.0;1525.0
c-48;18354;18353;92216;32;1.03;2430.0;2551.0;3177.0;4387.0
c-48;18354;18353;92216;32;1.05;2466.0;2565.0;3294.0;4339.0
c-48;18354;18353;92216;32;1.1;2385.0;2513.0;3173.0;4280.0
c-48;18354;18353;92216;4;1.03;1439.0;1508.0;1704.0;2359.0
c-48;18354;18353;92216;4;1.05;1479.0;1535.0;1546.0;2310.0
c-48;18354;18353;92216;4;1.1;1440.0;1538.0;1586.0;2275.0
c-48;18354;18353;92216;64;1.03;2877.0;2974.0;3987.0;5272.0
c-48;18354;18353;92216;64;1.05;2845.0;3006.0;3855.0;5284.0
c-48;18354;18353;92216;64;1.1;2832.0;2938.0;3976.0;5277.0
c-48;18354;18353;92216;8;1.03;1792.0;1872.0;2189.0;3041.0
c-48;18354;18353;92216;8;1.05;1766.0;1899.0;2192.0;2935.0
c-48;18354;18353;92216;8;1.1;1806.0;1891.0;2121.0;2913.0
c-49;21132;21131;89086;128;1.03;2803.0;2860.0;3434.0;5498.0
c-49;21132;21131;89086;128;1.05;2764.0;2818.0;3265.0;5489.0
c-49;21132;21131;89086;128;1.1;2731.0;2817.0;3271.0;5441.0
c-49;21132;21131;89086;16;1.03;1168.0;1208.0;1498.0;3140.0
c-49;21132;21131;89086;16;1.05;1129.0;1181.0;1401.0;3135.0
c-49;21132;21131;89086;16;1.1;1157.0;1186.0;1308.0;3127.0
c-49;21132;21131;89086;2;1.03;339.0;335.0;356.0;1273.0
c-49;21132;21131;89086;2;1.05;322.0;404.0;330.0;1145.0
c-49;21132;21131;89086;2;1.1;280.0;324.0;330.0;1066.0
c-49;21132;21131;89086;32;1.03;1534.0;1626.0;2065.0;3787.0
c-49;21132;21131;89086;32;1.05;1535.0;1592.0;2025.0;3763.0
c-49;21132;21131;89086;32;1.1;1521.0;1558.0;1939.0;3717.0
c-49;21132;21131;89086;4;1.03;606.0;651.0;667.0;2017.0
c-49;21132;21131;89086;4;1.05;587.0;608.0;673.0;1971.0
c-49;21132;21131;89086;4;1.1;539.0;606.0;613.0;1962.0
c-49;21132;21131;89086;64;1.03;1968.0;2043.0;2607.0;4589.0
c-49;21132;21131;89086;64;1.05;1959.0;2010.0;2629.0;4492.0
c-49;21132;21131;89086;64;1.1;1947.0;1988.0;2500.0;4526.0
c-49;21132;21131;89086;8;1.03;811.0;861.0;1027.0;2442.0
c-49;21132;21131;89086;8;1.05;802.0;870.0;988.0;2473.0
c-49;21132;21131;89086;8;1.1;786.0;770.0;890.0;2493.0
c-50;22401;22400;108012;128;1.03;4854.0;4836.0;5484.0;7343.0
c-50;22401;22400;108012;128;1.05;4854.0;4899.0;5439.0;7292.0
c-50;22401;22400;108012;128;1.1;4762.0;4805.0;5509.0;7202.0
c-50;22401;22400;108012;16;1.03;2774.0;2829.0;3291.0;4645.0
c-50;22401;22400;108012;16;1.05;2755.0;2754.0;3202.0;4664.0
c-50;22401;22400;108012;16;1.1;2658.0;2740.0;3187.0;4636.0
c-50;22401;22400;108012;2;1.03;819.0;886.0;838.0;1718.0
c-50;22401;22400;108012;2;1.05;806.0;863.0;849.0;1641.0
c-50;22401;22400;108012;2;1.1;747.0;768.0;764.0;1665.0
c-50;22401;22400;108012;32;1.03;3365.0;3408.0;4036.0;5494.0
c-50;22401;22400;108012;32;1.05;3307.0;3360.0;3970.0;5483.0
c-50;22401;22400;108012;32;1.1;3297.0;3370.0;3880.0;5416.0
c-50;22401;22400;108012;4;1.03;1387.0;1503.0;1512.0;2821.0
c-50;22401;22400;108012;4;1.05;1423.0;1484.0;1745.0;2779.0
c-50;22401;22400;108012;4;1.1;1376.0;1464.0;1628.0;2722.0
c-50;22401;22400;108012;64;1.03;4049.0;4082.0;4683.0;6375.0
c-50;22401;22400;108012;64;1.05;3993.0;4050.0;4789.0;6356.0
c-50;22401;22400;108012;64;1.1;3921.0;3995.0;4591.0;6331.0
c-50;22401;22400;108012;8;1.03;2099.0;2099.0;2405.0;3599.0
c-50;22401;22400;108012;8;1.05;2107.0;2124.0;2398.0;3715.0
c-50;22401;22400;108012;8;1.1;2043.0;2089.0;2334.0;3631.0
car4;33052;16384;63724;128;1.03;433.0;436.0;577.0;541.0
car4;33052;16384;63724;128;1.05;424.0;433.0;568.0;537.0
car4;33052;16384;63724;128;1.1;410.0;423.0;582.0;535.0
car4;33052;16384;63724;16;1.03;-1;-1;-1;408.0
car4;33052;16384;63724;16;1.05;-1;-1;-1;380.0
car4;33052;16384;63724;16;1.1;-1;-1;-1;329.0
car4;33052;16384;63724;2;1.03;-1;-1;-1;268.0
car4;33052;16384;63724;2;1.05;-1;-1;-1;268.0
car4;33052;16384;63724;2;1.1;-1;-1;-1;268.0
car4;33052;16384;63724;32;1.03;260.0;260.0;274.0;451.0
car4;33052;16384;63724;32;1.05;266.0;261.0;268.0;453.0
car4;33052;16384;63724;32;1.1;256.0;251.0;268.0;439.0
car4;33052;16384;63724;4;1.03;-1;-1;-1;436.0
car4;33052;16384;63724;4;1.05;-1;-1;-1;435.0
car4;33052;16384;63724;4;1.1;-1;-1;-1;435.0
car4;33052;16384;63724;64;1.03;319.0;311.0;421.0;593.0
car4;33052;16384;63724;64;1.05;321.0;300.0;434.0;544.0
car4;33052;16384;63724;64;1.1;308.0;285.0;449.0;493.0
car4;33052;16384;63724;8;1.03;-1;-1;-1;449.0
car4;33052;16384;63724;8;1.05;-1;-1;-1;436.0
car4;33052;16384;63724;8;1.1;-1;-1;-1;268.0
cari;1200;0;0;128;1.03;400.0;400.0;400.0;400.0
cari;1200;0;0;128;1.05;400.0;400.0;400.0;400.0
cari;1200;0;0;128;1.1;400.0;400.0;400.0;400.0
cari;1200;0;0;16;1.03;400.0;400.0;400.0;400.0
cari;1200;0;0;16;1.05;400.0;400.0;400.0;400.0
cari;1200;0;0;16;1.1;400.0;400.0;400.0;400.0
cari;1200;0;0;2;1.03;301.0;301.0;400.0;400.0
cari;1200;0;0;2;1.05;301.0;301.0;400.0;400.0
cari;1200;0;0;2;1.1;301.0;301.0;400.0;400.0
cari;1200;0;0;32;1.03;400.0;400.0;400.0;400.0
cari;1200;0;0;32;1.05;400.0;400.0;400.0;400.0
cari;1200;0;0;32;1.1;400.0;400.0;400.0;400.0
cari;1200;0;0;4;1.03;400.0;400.0;400.0;400.0
cari;1200;0;0;4;1.05;400.0;400.0;400.0;400.0
cari;1200;0;0;4;1.1;400.0;400.0;400.0;400.0
cari;1200;0;0;64;1.03;400.0;400.0;400.0;400.0
cari;1200;0;0;64;1.05;400.0;400.0;400.0;400.0
cari;1200;0;0;64;1.1;400.0;400.0;400.0;400.0
cari;1200;0;0;8;1.03;400.0;400.0;400.0;400.0
cari;1200;0;0;8;1.05;400.0;400.0;400.0;400.0
cari;1200;0;0;8;1.1;400.0;400.0;400.0;400.0
case9;14454;10853;75800;128;1.03;7399.0;7381.0;7431.0;7710.0
case9;14454;10853;75800;128;1.05;7334.0;7365.0;7423.0;7660.0
case9;14454;10853;75800;128;1.1;7338.0;7315.0;7425.0;7684.0
case9;14454;10853;75800;16;1.03;6465.0;6449.0;6393.0;6873.0
case9;14454;10853;75800;16;1.05;6427.0;6398.0;6374.0;6850.0
case9;14454;10853;75800;16;1.1;6372.0;6398.0;6320.0;6871.0
case9;14454;10853;75800;2;1.03;-1;-1;-1;3591.0
case9;14454;10853;75800;2;1.05;-1;-1;-1;3528.0
case9;14454;10853;75800;2;1.1;-1;-1;-1;3472.0
case9;14454;10853;75800;32;1.03;6908.0;6945.0;6897.0;7123.0
case9;14454;10853;75800;32;1.05;6914.0;6928.0;6866.0;7156.0
case9;14454;10853;75800;32;1.1;6892.0;6928.0;6851.0;7125.0
case9;14454;10853;75800;4;1.03;3601.0;3605.0;3590.0;5496.0
